region,sexe,mstat,age_grp,nbr_indv,mean_rev,mean_banked,empl_formel,proprio_titre,proprio_sans,locataire,autre_logement,assurance
GBEKE,Féminin,Marié(e) polygame,55-64,9,0,.11111111,0,.33333334,.55555558,0,.11111111,0
GBEKE,Féminin,Veuf(ve),55-64,23,2173.9131,.43478259,0,.086956523,.52173913,.086956523,.30434781,0
GBEKE,Féminin,Divorcé(e),55-64,1,0,1,0,0,0,0,1,0
GBEKE,Féminin,Séparé,55-64,2,0,1,0,0,.5,0,.5,0
GBEKE,Masculin,Célibataire,65+,4,0,.25,0,0,.25,0,.75,0
GBEKE,Masculin,Marié(e) monogame,65+,26,2500,.61538464,0,.38461539,.26923078,.07692308,.26923078,.07692308
GBEKE,Masculin,Marié(e) polygame,65+,7,0,.85714287,0,.2857143,.71428573,0,0,.14285715
GBEKE,Masculin,Veuf(ve),65+,7,7428.5713,.42857143,0,.2857143,.14285715,.14285715,.42857143,.14285715
GBEKE,Masculin,Séparé,65+,1,0,0,0,0,0,0,1,0
GBEKE,Féminin,Célibataire,65+,7,0,.2857143,0,.2857143,.42857143,0,.2857143,0
GBEKE,Féminin,Marié(e) monogame,65+,10,0,.2,0,.1,.5,.2,.2,0
GBEKE,Féminin,Marié(e) polygame,65+,1,0,1,0,0,1,0,0,0
GBEKE,Féminin,Veuf(ve),65+,55,0,.25454545,0,.14545454,.45454547,.018181818,.38181818,0
GBEKE,Féminin,Divorcé(e),65+,1,0,0,0,0,0,0,1,0
GBEKE,Féminin,Séparé,65+,1,0,0,0,0,0,1,0,0
INDENIE-DJUABLIN,Masculin,Célibataire,0-14,388,132.8239,0,0,.3041237,.30670103,.17783505,.2113402,.023195876
INDENIE-DJUABLIN,Féminin,Célibataire,0-14,387,172.03703,0,0,.31007752,.29457363,.19121447,.20413436,.023255814
INDENIE-DJUABLIN,Masculin,Célibataire,15-24,127,14028.177,.51968503,0,.2992126,.23622048,.33858266,.12598425,.023622047
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,15-24,5,23100,.80000001,0,0,.2,0,.80000001,0
INDENIE-DJUABLIN,Masculin,Union libre,15-24,1,0,1,0,0,0,0,1,0
INDENIE-DJUABLIN,Féminin,Célibataire,15-24,114,3293.1567,.42105263,0,.30701753,.22807017,.29824561,.16666667,.02631579
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,15-24,19,2618.2939,.52631581,0,.10526316,.2631579,.15789473,.47368422,0
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,15-24,8,0,.125,0,.125,.375,.25,.25,0
INDENIE-DJUABLIN,Féminin,Union libre,15-24,7,0,.42857143,0,.14285715,.14285715,.14285715,.5714286,0
INDENIE-DJUABLIN,Féminin,Séparé,15-24,1,0,0,0,0,1,0,0,0
INDENIE-DJUABLIN,Masculin,Célibataire,25-34,46,43162.527,.76086956,.021739131,.19565217,.2173913,.23913044,.34782609,.021739131
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,25-34,26,21209.451,.84615386,0,.23076923,.15384616,.1923077,.42307693,0
INDENIE-DJUABLIN,Masculin,Marié(e) polygame,25-34,3,33333.332,.66666669,0,0,.66666669,.33333334,0,0
INDENIE-DJUABLIN,Masculin,Union libre,25-34,10,23175.154,.80000001,0,.2,.1,.30000001,.40000001,0
INDENIE-DJUABLIN,Féminin,Célibataire,25-34,28,9725.1641,.75,0,.35714287,.17857143,.35714287,.10714286,.035714287
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,25-34,66,454.54544,.5,0,.22727273,.28787878,.22727273,.25757575,.030303031
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,25-34,28,2978.8086,.32142857,0,.60714287,.2857143,0,.10714286,0
INDENIE-DJUABLIN,Féminin,Union libre,25-34,15,13640.747,.66666669,0,.2,.2,.40000001,.2,.06666667
INDENIE-DJUABLIN,Masculin,Célibataire,35-44,14,29315.023,.85714287,0,.14285715,.071428575,.5714286,.21428572,0
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,35-44,67,34441.422,.80597013,.029850746,.1641791,.34328359,.23880596,.25373134,.059701491
INDENIE-DJUABLIN,Masculin,Marié(e) polygame,35-44,14,33640.566,.71428573,0,.42857143,.2857143,0,.2857143,0
INDENIE-DJUABLIN,Masculin,Union libre,35-44,19,67734.008,.84210527,.052631579,.31578946,.21052632,.2631579,.21052632,.10526316
INDENIE-DJUABLIN,Masculin,Divorcé(e),35-44,1,0,1,0,1,0,0,0,0
INDENIE-DJUABLIN,Féminin,Célibataire,35-44,16,10937.5,.75,0,.25,.125,.375,.25,.0625
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,35-44,62,714.026,.56451613,0,.19354838,.32258064,.25806451,.22580644,.064516127
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,35-44,19,2368.4211,.31578946,0,.36842105,.31578946,.15789473,.15789473,0
INDENIE-DJUABLIN,Féminin,Union libre,35-44,10,20426.961,.69999999,0,.40000001,.2,.1,.30000001,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),35-44,2,0,.5,0,0,.5,0,.5,0
INDENIE-DJUABLIN,Féminin,Séparé,35-44,2,0,1,0,.5,.5,0,0,0
INDENIE-DJUABLIN,Masculin,Célibataire,45-54,3,0,.66666669,0,.33333334,.33333334,.33333334,0,0
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,45-54,44,46858.27,.79545456,.06818182,.18181819,.38636363,.27272728,.15909091,.022727273
INDENIE-DJUABLIN,Masculin,Marié(e) polygame,45-54,12,1284.7223,1,0,.58333331,.25,.16666667,0,0
INDENIE-DJUABLIN,Masculin,Union libre,45-54,3,0,1,0,.33333334,0,0,.66666669,0
INDENIE-DJUABLIN,Masculin,Veuf(ve),45-54,1,30000,1,0,0,0,0,1,0
INDENIE-DJUABLIN,Féminin,Célibataire,45-54,9,0,.8888889,0,0,.33333334,.22222222,.44444445,0
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,45-54,39,10158.531,.43589744,.025641026,.23076923,.33333334,.25641027,.17948718,.07692308
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,45-54,13,0,.53846157,0,.61538464,.38461539,0,0,.07692308
INDENIE-DJUABLIN,Féminin,Union libre,45-54,6,0,.66666669,0,.66666669,0,0,.33333334,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),45-54,8,16250,.375,0,.25,.375,.125,.25,0
INDENIE-DJUABLIN,Féminin,Séparé,45-54,3,0,1,0,0,0,.33333334,.66666669,.33333334
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,55-64,40,69091.102,.80000001,.050000001,.30000001,.2,.25,.25,.15000001
INDENIE-DJUABLIN,Masculin,Marié(e) polygame,55-64,1,0,1,0,1,0,0,0,0
INDENIE-DJUABLIN,Masculin,Union libre,55-64,5,0,.80000001,0,.60000002,.2,0,.2,0
INDENIE-DJUABLIN,Masculin,Divorcé(e),55-64,2,64151.582,.5,0,0,.5,.5,0,0
INDENIE-DJUABLIN,Masculin,Séparé,55-64,1,60000,0,0,1,0,0,0,0
INDENIE-DJUABLIN,Féminin,Célibataire,55-64,2,0,1,0,1,0,0,0,0
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,55-64,11,0,.54545456,0,.54545456,.18181819,.090909094,.18181819,.090909094
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,55-64,4,16160.979,.25,0,.5,.25,0,.25,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),55-64,18,0,.33333334,0,.55555558,.22222222,.11111111,.11111111,0
INDENIE-DJUABLIN,Féminin,Divorcé(e),55-64,1,0,1,0,0,0,1,0,0
INDENIE-DJUABLIN,Masculin,Célibataire,65+,1,0,0,0,0,1,0,0,0
INDENIE-DJUABLIN,Masculin,Marié(e) monogame,65+,13,4503.4878,.76923078,0,.46153846,.23076923,.07692308,.23076923,.15384616
INDENIE-DJUABLIN,Masculin,Marié(e) polygame,65+,7,0,.71428573,0,.71428573,.2857143,0,0,0
INDENIE-DJUABLIN,Masculin,Veuf(ve),65+,1,0,0,0,1,0,0,0,0
INDENIE-DJUABLIN,Féminin,Célibataire,65+,1,0,0,0,0,0,1,0,0
INDENIE-DJUABLIN,Féminin,Marié(e) monogame,65+,3,0,.33333334,0,.33333334,0,0,.66666669,0
INDENIE-DJUABLIN,Féminin,Marié(e) polygame,65+,1,108333.34,0,0,1,0,0,0,0
INDENIE-DJUABLIN,Féminin,Veuf(ve),65+,26,0,.11538462,0,.26923078,.26923078,.11538462,.34615386,0
INDENIE-DJUABLIN,Féminin,Divorcé(e),65+,1,0,0,0,0,1,0,0,0
TONKPI,Masculin,Célibataire,0-14,578,238.40831,0,0,.27335641,.47404844,.13148789,.12110727,.012110727
TONKPI,Féminin,Célibataire,0-14,486,147.11934,0,0,.25720164,.4835391,.13374485,.1255144,.014403292
TONKPI,Masculin,Célibataire,15-24,169,6697.1221,.35502958,0,.30177516,.42011833,.17159763,.10650887,.01183432
TONKPI,Masculin,Marié(e) monogame,15-24,3,40000,.33333334,0,0,1,0,0,0
TONKPI,Masculin,Union libre,15-24,4,0,0,0,.25,.5,.25,0,0
TONKPI,Féminin,Célibataire,15-24,119,1090.8459,.26050422,0,.36134455,.34453782,.21008404,.084033616,.0084033618
TONKPI,Féminin,Marié(e) monogame,15-24,40,3708.3335,.40000001,0,.25,.32499999,.27500001,.15000001,0
TONKPI,Féminin,Marié(e) polygame,15-24,11,0,0,0,.18181819,.81818181,0,0,0
TONKPI,Féminin,Union libre,15-24,7,0,0,0,.14285715,.42857143,.14285715,.2857143,0
TONKPI,Masculin,Célibataire,25-34,40,35018.5,.57499999,.025,.34999999,.30000001,.2,.15000001,.025
TONKPI,Masculin,Marié(e) monogame,25-34,59,36565.879,.71186441,0,.23728813,.35593221,.25423729,.15254237,.016949153
TONKPI,Masculin,Marié(e) polygame,25-34,4,0,.75,0,0,1,0,0,0
TONKPI,Masculin,Union libre,25-34,7,53809.523,.5714286,0,.14285715,.42857143,0,.42857143,.14285715
TONKPI,Masculin,Divorcé(e),25-34,2,0,.5,0,.5,.5,0,0,0
TONKPI,Masculin,Séparé,25-34,1,0,1,0,0,1,0,0,0
TONKPI,Féminin,Célibataire,25-34,29,8620.6895,.55172414,0,.37931034,.27586207,.1724138,.1724138,0
TONKPI,Féminin,Marié(e) monogame,25-34,103,2373.2751,.34951457,0,.21359223,.49514562,.17475729,.11650486,.019417476
TONKPI,Féminin,Marié(e) polygame,25-34,12,0,.41666666,0,.41666666,.5,0,.083333336,0
TONKPI,Féminin,Union libre,25-34,9,2777.7778,.55555558,0,.22222222,.44444445,0,.33333334,.11111111
TONKPI,Féminin,Veuf(ve),25-34,2,32321.959,0,0,0,.5,0,.5,0
TONKPI,Masculin,Célibataire,35-44,20,18457.766,.34999999,0,.34999999,.2,.1,.34999999,0
TONKPI,Masculin,Marié(e) monogame,35-44,95,38978.434,.7263158,.073684208,.23157895,.45263159,.16842106,.14736842,.063157894
TONKPI,Masculin,Marié(e) polygame,35-44,10,0,.69999999,0,.2,.69999999,0,.1,0
TONKPI,Masculin,Union libre,35-44,6,29500,.66666669,0,.16666667,.33333334,.16666667,.33333334,.16666667
TONKPI,Masculin,Divorcé(e),35-44,1,0,0,0,1,0,0,0,0
TONKPI,Masculin,Séparé,35-44,3,13333.333,.66666669,0,0,.66666669,0,.33333334,0
TONKPI,Féminin,Célibataire,35-44,12,0,.91666669,0,.33333334,.33333334,.25,.083333336,0
TONKPI,Féminin,Marié(e) monogame,35-44,82,3420.9832,.40243903,0,.24390244,.47560975,.15853658,.12195122,.024390243
TONKPI,Féminin,Marié(e) polygame,35-44,21,11491.19,.23809524,0,.23809524,.66666669,.047619049,.047619049,0
TONKPI,Féminin,Union libre,35-44,1,0,1,0,0,0,1,0,0
TONKPI,Féminin,Veuf(ve),35-44,6,0,.66666669,0,.16666667,.5,.16666667,.16666667,0
TONKPI,Féminin,Divorcé(e),35-44,3,0,.66666669,0,.33333334,0,0,.66666669,0
TONKPI,Féminin,Séparé,35-44,2,0,.5,0,0,.5,.5,0,0
TONKPI,Masculin,Célibataire,45-54,8,72476.836,.5,.125,.25,.25,.125,.375,0
TONKPI,Masculin,Marié(e) monogame,45-54,75,24412.699,.72000003,.013333334,.2,.54666668,.13333334,.12,.039999999
TONKPI,Masculin,Marié(e) polygame,45-54,8,0,.75,0,.375,.625,0,0,0
TONKPI,Masculin,Union libre,45-54,1,0,0,0,0,1,0,0,0
TONKPI,Masculin,Divorcé(e),45-54,1,0,0,0,0,1,0,0,0
TONKPI,Masculin,Séparé,45-54,1,0,0,0,0,1,0,0,0
TONKPI,Féminin,Célibataire,45-54,6,0,.16666667,0,.66666669,.33333334,0,0,0
TONKPI,Féminin,Marié(e) monogame,45-54,50,4500,.46000001,0,.28,.57999998,.059999999,.079999998,0
TONKPI,Féminin,Marié(e) polygame,45-54,17,0,.17647059,0,.29411766,.41176471,.05882353,.23529412,0
TONKPI,Féminin,Union libre,45-54,1,0,0,0,0,1,0,0,0
TONKPI,Féminin,Veuf(ve),45-54,18,0,.3888889,0,.22222222,.3888889,.11111111,.27777779,0
TONKPI,Féminin,Divorcé(e),45-54,1,0,0,0,0,0,0,1,0
TONKPI,Féminin,Séparé,45-54,2,0,.5,0,0,.5,.5,0,.5
TONKPI,Masculin,Célibataire,55-64,2,0,.5,0,1,0,0,0,0
TONKPI,Masculin,Marié(e) monogame,55-64,46,10139.419,.54347825,.021739131,.39130434,.5,.086956523,.021739131,.043478262
TONKPI,Masculin,Marié(e) polygame,55-64,9,0,.66666669,0,.22222222,.55555558,.22222222,0,0
TONKPI,Masculin,Veuf(ve),55-64,2,0,1,0,1,0,0,0,0
TONKPI,Masculin,Séparé,55-64,2,65000,.5,0,0,.5,0,.5,0
TONKPI,Féminin,Marié(e) monogame,55-64,31,1710.384,.38709676,0,.38709676,.51612902,.064516127,.032258064,.032258064
TONKPI,Féminin,Marié(e) polygame,55-64,6,0,.5,0,.16666667,.66666669,0,.16666667,0
TONKPI,Féminin,Veuf(ve),55-64,33,757.57574,.36363637,0,.39393941,.42424244,.090909094,.090909094,0
TONKPI,Féminin,Séparé,55-64,2,0,.5,0,0,.5,0,.5,0
TONKPI,Masculin,Célibataire,65+,1,0,0,0,0,1,0,0,0
TONKPI,Masculin,Marié(e) monogame,65+,32,0,.65625,0,.3125,.59375,.0625,.03125,.0625
TONKPI,Masculin,Marié(e) polygame,65+,7,0,.5714286,0,.42857143,.2857143,0,.2857143,0
TONKPI,Masculin,Veuf(ve),65+,7,0,.2857143,0,.14285715,.71428573,0,.14285715,.14285715
TONKPI,Masculin,Divorcé(e),65+,2,0,0,0,0,.5,0,.5,0
TONKPI,Masculin,Séparé,65+,2,0,.5,0,.5,.5,0,0,0
TONKPI,Féminin,Célibataire,65+,2,0,1,0,.5,0,0,.5,0
TONKPI,Féminin,Marié(e) monogame,65+,9,0,.55555558,0,.33333334,.55555558,0,.11111111,0
TONKPI,Féminin,Marié(e) polygame,65+,2,0,0,0,0,1,0,0,0
TONKPI,Féminin,Veuf(ve),65+,32,0,.0625,0,.1875,.625,.03125,.15625,.03125
TONKPI,Féminin,Divorcé(e),65+,1,0,1,0,0,0,1,0,0
YAMOUSSOUKRO,Masculin,Célibataire,0-14,268,186.56717,0,0,.15671642,.18283582,.45895523,.20149253,.044776119
YAMOUSSOUKRO,Féminin,Célibataire,0-14,319,675.54858,0,0,.1724138,.17554858,.50156742,.15047021,.028213166
YAMOUSSOUKRO,Masculin,Célibataire,15-24,186,17866.691,.65053761,0,.2311828,.15053764,.54838711,.069892474,.032258064
YAMOUSSOUKRO,Masculin,Marié(e) monogame,15-24,1,50022.066,1,0,1,0,0,0,0
YAMOUSSOUKRO,Féminin,Célibataire,15-24,136,3359.1211,.58088237,0,.21323529,.14705883,.5147059,.125,.022058824
YAMOUSSOUKRO,Féminin,Marié(e) monogame,15-24,14,2857.1428,.71428573,0,.14285715,.071428575,.64285713,.14285715,0
YAMOUSSOUKRO,Féminin,Union libre,15-24,4,0,.75,0,0,0,1,0,0
YAMOUSSOUKRO,Masculin,Célibataire,25-34,56,49809.523,.8214286,0,.2857143,.14285715,.44642857,.125,0
YAMOUSSOUKRO,Masculin,Marié(e) monogame,25-34,17,28725.49,.94117647,0,.05882353,0,.7647059,.17647059,0
YAMOUSSOUKRO,Masculin,Union libre,25-34,12,30826.441,.91666669,0,.083333336,0,.41666666,.5,0
YAMOUSSOUKRO,Masculin,Veuf(ve),25-34,1,100185.4,1,0,1,0,0,0,0
YAMOUSSOUKRO,Féminin,Célibataire,25-34,44,12723.485,.88636363,0,.29545453,.18181819,.45454547,.06818182,.022727273
YAMOUSSOUKRO,Féminin,Marié(e) monogame,25-34,38,10948.086,.78947371,0,.078947365,.10526316,.7631579,.052631579,.078947365
YAMOUSSOUKRO,Féminin,Marié(e) polygame,25-34,5,0,.40000001,0,.40000001,0,.2,.40000001,0
YAMOUSSOUKRO,Féminin,Union libre,25-34,18,11911.684,.6111111,0,.055555556,0,.3888889,.55555558,0
YAMOUSSOUKRO,Féminin,Divorcé(e),25-34,1,0,0,0,1,0,0,0,0
YAMOUSSOUKRO,Masculin,Célibataire,35-44,29,66952.43,.82758623,0,.1724138,.20689656,.44827586,.1724138,0
YAMOUSSOUKRO,Masculin,Marié(e) monogame,35-44,48,75149,.95833331,.0625,.083333336,.22916667,.60416669,.083333336,.0625
YAMOUSSOUKRO,Masculin,Marié(e) polygame,35-44,1,0,1,0,0,0,0,1,0
YAMOUSSOUKRO,Masculin,Union libre,35-44,14,81556.414,1,0,0,.071428575,.5714286,.35714287,0
YAMOUSSOUKRO,Masculin,Séparé,35-44,1,130000,1,0,0,1,0,0,0
YAMOUSSOUKRO,Féminin,Célibataire,35-44,19,14706.177,.94736844,0,.21052632,.31578946,.36842105,.10526316,0
YAMOUSSOUKRO,Féminin,Marié(e) monogame,35-44,42,1666.6666,.80952382,0,.16666667,.21428572,.47619048,.14285715,.071428575
YAMOUSSOUKRO,Féminin,Marié(e) polygame,35-44,5,0,.2,0,.2,.40000001,.40000001,0,0
YAMOUSSOUKRO,Féminin,Union libre,35-44,7,0,.5714286,0,.14285715,.2857143,.2857143,.2857143,0
YAMOUSSOUKRO,Féminin,Veuf(ve),35-44,1,395000,1,0,0,0,1,0,0
YAMOUSSOUKRO,Féminin,Divorcé(e),35-44,3,0,1,0,0,.33333334,0,.66666669,0
YAMOUSSOUKRO,Féminin,Séparé,35-44,1,75000,1,0,0,0,1,0,0
YAMOUSSOUKRO,Masculin,Célibataire,45-54,6,59166.668,.66666669,0,.16666667,.16666667,.16666667,.5,0
YAMOUSSOUKRO,Masculin,Marié(e) monogame,45-54,30,145876.63,.96666664,.13333334,.13333334,.16666667,.63333333,.06666667,.23333333
YAMOUSSOUKRO,Masculin,Marié(e) polygame,45-54,3,0,.66666669,0,.33333334,.33333334,.33333334,0,0
YAMOUSSOUKRO,Masculin,Union libre,45-54,4,0,1,0,.25,.5,0,.25,0
YAMOUSSOUKRO,Masculin,Divorcé(e),45-54,1,0,1,0,0,0,1,0,0
YAMOUSSOUKRO,Masculin,Séparé,45-54,1,0,1,0,0,1,0,0,0
YAMOUSSOUKRO,Féminin,Célibataire,45-54,13,46153.848,.76923078,.07692308,.07692308,.23076923,.30769232,.38461539,.07692308
YAMOUSSOUKRO,Féminin,Marié(e) monogame,45-54,31,9354.8389,.67741936,0,.22580644,.19354838,.45161289,.12903225,.16129032
YAMOUSSOUKRO,Féminin,Marié(e) polygame,45-54,3,0,1,0,0,0,.66666669,.33333334,0
YAMOUSSOUKRO,Féminin,Union libre,45-54,4,0,.5,0,0,.5,.25,.25,0
YAMOUSSOUKRO,Féminin,Veuf(ve),45-54,11,0,.81818181,0,.090909094,.27272728,.36363637,.27272728,0
YAMOUSSOUKRO,Féminin,Séparé,45-54,1,0,1,0,1,0,0,0,0
YAMOUSSOUKRO,Masculin,Célibataire,55-64,4,15208.333,.75,0,0,0,.75,.25,0
YAMOUSSOUKRO,Masculin,Marié(e) monogame,55-64,27,35666.668,.81481481,0,.25925925,.14814815,.4074074,.18518518,.14814815
YAMOUSSOUKRO,Masculin,Marié(e) polygame,55-64,4,56250,.75,0,.25,.5,.25,0,0
YAMOUSSOUKRO,Masculin,Union libre,55-64,2,141000,1,0,0,.5,0,.5,0
YAMOUSSOUKRO,Masculin,Veuf(ve),55-64,1,0,0,0,0,0,0,1,0
YAMOUSSOUKRO,Féminin,Célibataire,55-64,5,0,.60000002,0,.2,.40000001,0,.40000001,0
YAMOUSSOUKRO,Féminin,Marié(e) monogame,55-64,17,0,.64705884,0,.41176471,.11764706,.29411766,.17647059,.11764706
YAMOUSSOUKRO,Féminin,Marié(e) polygame,55-64,2,0,.5,0,0,1,0,0,0
YAMOUSSOUKRO,Féminin,Veuf(ve),55-64,21,0,.80952382,0,.33333334,.23809524,.33333334,.095238097,0
YAMOUSSOUKRO,Féminin,Divorcé(e),55-64,1,0,1,0,0,0,0,1,0
YAMOUSSOUKRO,Masculin,Célibataire,65+,1,0,0,0,0,0,0,1,0
YAMOUSSOUKRO,Masculin,Marié(e) monogame,65+,25,3600,.68000001,0,.2,.31999999,.40000001,.079999998,.079999998
YAMOUSSOUKRO,Masculin,Union libre,65+,1,0,1,0,0,0,1,0,0
YAMOUSSOUKRO,Masculin,Veuf(ve),65+,2,0,1,0,.5,.5,0,0,0
YAMOUSSOUKRO,Féminin,Célibataire,65+,2,0,.5,0,.5,.5,0,0,0
YAMOUSSOUKRO,Féminin,Marié(e) monogame,65+,9,0,.33333334,0,.22222222,.55555558,.11111111,.11111111,0
YAMOUSSOUKRO,Féminin,Marié(e) polygame,65+,2,0,.5,0,0,1,0,0,0
YAMOUSSOUKRO,Féminin,Veuf(ve),65+,25,0,.44,0,.23999999,.23999999,.079999998,.44,0
YAMOUSSOUKRO,Féminin,Divorcé(e),65+,1,0,0,0,0,0,0,1,0
GONTOUGO,Masculin,Célibataire,0-14,404,0,0,0,.1509901,.41089109,.12128713,.31683168,.022277229
GONTOUGO,Féminin,Célibataire,0-14,393,0,0,0,.14758269,.43765903,.10687023,.30788803,.020356234
GONTOUGO,Masculin,Célibataire,15-24,118,4178.9292,.25423729,0,.25423729,.26271185,.21186441,.27118644,.016949153
GONTOUGO,Masculin,Marié(e) monogame,15-24,6,0,.16666667,0,0,.5,0,.5,0
GONTOUGO,Masculin,Union libre,15-24,2,0,0,0,.5,.5,0,0,0
GONTOUGO,Masculin,Séparé,15-24,3,0,.33333334,0,0,.66666669,0,.33333334,0
GONTOUGO,Féminin,Célibataire,15-24,94,2391.2581,.27659574,0,.12765957,.27659574,.25531915,.34042552,.010638298
GONTOUGO,Féminin,Marié(e) monogame,15-24,28,1279.8948,.14285715,0,.035714287,.4642857,.14285715,.35714287,.035714287
GONTOUGO,Féminin,Marié(e) polygame,15-24,5,0,.2,0,.80000001,.2,0,0,0
GONTOUGO,Féminin,Union libre,15-24,8,0,.125,0,.375,.25,.25,.125,0
GONTOUGO,Féminin,Divorcé(e),15-24,1,0,0,0,0,1,0,0,0
GONTOUGO,Masculin,Célibataire,25-34,35,36065.344,.60000002,0,.028571429,.31428573,.25714287,.40000001,.057142857
GONTOUGO,Masculin,Marié(e) monogame,25-34,41,16466.785,.60975611,0,.073170729,.34146342,.21951219,.36585367,0
GONTOUGO,Masculin,Marié(e) polygame,25-34,1,0,0,0,1,0,0,0,0
GONTOUGO,Masculin,Union libre,25-34,7,0,.2857143,0,.2857143,.42857143,.2857143,0,0
GONTOUGO,Masculin,Séparé,25-34,2,19500,1,0,0,0,0,1,0
GONTOUGO,Féminin,Célibataire,25-34,25,8230.1387,.47999999,0,0,.36000001,.23999999,.40000001,0
GONTOUGO,Féminin,Marié(e) monogame,25-34,61,9572.9834,.32786885,0,.065573767,.39344263,.19672132,.3442623,.049180329
GONTOUGO,Féminin,Marié(e) polygame,25-34,26,0,.11538462,0,.30769232,.53846157,0,.15384616,0
GONTOUGO,Féminin,Union libre,25-34,6,0,.33333334,0,0,.33333334,.16666667,.5,0
GONTOUGO,Féminin,Veuf(ve),25-34,1,0,0,0,0,1,0,0,0
GONTOUGO,Féminin,Séparé,25-34,3,0,.33333334,0,0,.33333334,0,.66666669,0
GONTOUGO,Masculin,Célibataire,35-44,11,55999.969,.36363637,0,.090909094,.18181819,.36363637,.36363637,.090909094
GONTOUGO,Masculin,Marié(e) monogame,35-44,57,38856.961,.45614034,.087719299,.052631579,.3859649,.19298245,.36842105,.070175439
GONTOUGO,Masculin,Marié(e) polygame,35-44,13,6923.0771,.30769232,0,.23076923,.53846157,0,.23076923,0
GONTOUGO,Masculin,Union libre,35-44,8,40833.332,.5,0,.25,.125,.125,.5,.125
GONTOUGO,Masculin,Séparé,35-44,1,0,0,0,0,0,0,1,0
GONTOUGO,Féminin,Célibataire,35-44,16,10574.271,.375,0,.1875,.375,.0625,.375,.0625
GONTOUGO,Féminin,Marié(e) monogame,35-44,47,6754.248,.34042552,0,.063829787,.29787233,.25531915,.38297874,.021276595
GONTOUGO,Féminin,Marié(e) polygame,35-44,21,0,.38095239,0,.2857143,.38095239,.14285715,.19047619,.095238097
GONTOUGO,Féminin,Union libre,35-44,4,0,0,0,.25,.5,0,.25,0
GONTOUGO,Féminin,Veuf(ve),35-44,5,0,.40000001,0,0,.2,0,.80000001,0
GONTOUGO,Féminin,Divorcé(e),35-44,2,0,1,0,0,.5,.5,0,0
GONTOUGO,Féminin,Séparé,35-44,4,0,.25,0,0,0,0,1,0
GONTOUGO,Masculin,Célibataire,45-54,6,0,.16666667,0,0,.66666669,0,.33333334,0
GONTOUGO,Masculin,Marié(e) monogame,45-54,31,45584.57,.54838711,.096774191,.12903225,.41935483,.25806451,.19354838,.032258064
GONTOUGO,Masculin,Marié(e) polygame,45-54,10,32196,.5,.1,.60000002,.2,.1,.1,.2
GONTOUGO,Masculin,Union libre,45-54,1,0,0,0,0,0,0,1,0
GONTOUGO,Masculin,Veuf(ve),45-54,1,0,0,0,0,0,0,1,0
GONTOUGO,Masculin,Divorcé(e),45-54,1,0,1,0,0,0,0,1,0
GONTOUGO,Masculin,Séparé,45-54,1,0,0,0,0,1,0,0,0
GONTOUGO,Féminin,Célibataire,45-54,7,7142.8569,.85714287,0,.14285715,.2857143,.14285715,.42857143,0
GONTOUGO,Féminin,Marié(e) monogame,45-54,31,0,.25806451,0,.29032257,.41935483,.096774191,.19354838,0
GONTOUGO,Féminin,Marié(e) polygame,45-54,9,0,.22222222,0,.33333334,.44444445,0,.22222222,0
GONTOUGO,Féminin,Union libre,45-54,2,0,0,0,.5,.5,0,0,0
GONTOUGO,Féminin,Veuf(ve),45-54,11,0,.27272728,0,.18181819,.45454547,.090909094,.27272728,0
GONTOUGO,Féminin,Divorcé(e),45-54,1,0,1,0,0,1,0,0,0
GONTOUGO,Féminin,Séparé,45-54,3,2888.8889,0,0,0,0,0,1,0
GONTOUGO,Masculin,Célibataire,55-64,2,0,0,0,0,0,.5,.5,0
GONTOUGO,Masculin,Marié(e) monogame,55-64,32,25396.26,.46875,.03125,.1875,.46875,.125,.21875,.03125
GONTOUGO,Masculin,Marié(e) polygame,55-64,6,0,.66666669,0,.33333334,.33333334,.16666667,.16666667,0
GONTOUGO,Masculin,Union libre,55-64,3,13333.333,0,0,0,1,0,0,0
GONTOUGO,Masculin,Veuf(ve),55-64,1,0,1,0,0,1,0,0,0
GONTOUGO,Masculin,Divorcé(e),55-64,1,0,1,0,0,0,1,0,1
GONTOUGO,Féminin,Célibataire,55-64,4,0,.5,0,.5,.25,0,.25,0
GONTOUGO,Féminin,Marié(e) monogame,55-64,12,0,.083333336,0,0,.58333331,.083333336,.33333334,0
