cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise
1,31,Masculin,Célibataire,ZONNEU,Rural,TONKPI,1
0,49,Masculin,Marié(e),ZONNEU,Rural,TONKPI,1
1,23,Masculin,Célibataire,ZONNEU,Rural,TONKPI,0
1,18,Féminin,Célibataire,ZONNEU,Rural,TONKPI,1
0,42,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
0,49,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
0,46,Masculin,Marié(e),ZONNEU,Rural,TONKPI,0
1,33,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
1,28,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
1,26,Masculin,Célibataire,ZONNEU,Rural,TONKPI,1
0,78,Masculin,Marié(e),ZONNEU,Rural,TONKPI,1
1,19,Masculin,Célibataire,ZONNEU,Rural,TONKPI,0
1,22,Masculin,Célibataire,ZONNEU,Rural,TONKPI,0
0,51,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
0,58,Féminin,Marié(e),ZONNEU,Rural,TONKPI,0
0,62,Féminin,Veuf(ve),FAGNAMPLEU,Rural,TONKPI,0
0,67,Masculin,Divorcé(e),FAGNAMPLEU,Rural,TONKPI,0
0,40,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
0,53,Féminin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
0,54,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
1,31,Féminin,Marié(e),FAGNAMPLEU,Rural,TONKPI,0
1,34,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,0
0,59,Féminin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
0,69,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
0,46,Féminin,Union libre,FAGNAMPLEU,Rural,TONKPI,0
0,51,Masculin,Union libre,FAGNAMPLEU,Rural,TONKPI,0
1,23,Féminin,Célibataire,FAGNAMPLEU,Rural,TONKPI,0
0,77,Masculin,Veuf(ve),FAGNAMPLEU,Rural,TONKPI,1
0,58,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,0
1,35,Féminin,Marié(e),FAGNAMPLEU,Rural,TONKPI,0
1,18,Masculin,Célibataire,FAGNAMPLEU,Rural,TONKPI,0
1,19,Féminin,Union libre,FAGNAMPLEU,Rural,TONKPI,0
1,30,Masculin,Union libre,FAGNAMPLEU,Rural,TONKPI,0
0,58,Féminin,Marié(e),FAGNAMPLEU,Rural,TONKPI,0
0,70,Masculin,Marié(e),FAGNAMPLEU,Rural,TONKPI,1
1,33,Féminin,Célibataire,FAGNAMPLEU,Rural,TONKPI,0
1,36,Masculin,Célibataire,FAGNAMPLEU,Rural,TONKPI,1
0,75,Féminin,Veuf(ve),FAGNAMPLEU,Rural,TONKPI,0
0,66,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,0
1,27,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,0
0,65,Féminin,Séparé,LOGOUALE,Urbain,TONKPI,0
1,38,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,1
1,40,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,55,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,1
0,72,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,59,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,70,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,1
1,18,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,1
0,49,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,1
1,36,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,1
1,19,Féminin,Célibataire,LOGOUALE,Urbain,TONKPI,0
0,47,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,59,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,0
1,18,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,0
0,53,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,1
1,18,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,1
1,20,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,1
1,34,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,1
0,67,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,0
1,41,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,48,Masculin,Célibataire,LOGOUALE,Urbain,TONKPI,0
0,41,Masculin,Marié(e),LOGOUALE,Urbain,TONKPI,0
1,39,Féminin,Marié(e),LOGOUALE,Urbain,TONKPI,0
0,53,Féminin,Veuf(ve),LOGOUALE,Urbain,TONKPI,0
1,36,Masculin,Séparé,LOGOUALE,Urbain,TONKPI,1
1,39,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,44,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,22,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,62,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,21,Féminin,Célibataire,MAN,Urbain,TONKPI,0
0,58,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,18,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,58,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,73,Masculin,Marié(e),MAN,Urbain,TONKPI,0
1,31,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,45,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,34,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,41,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,32,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,39,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,47,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,49,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,34,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,20,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,32,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,19,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,22,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,30,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,27,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,38,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,21,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,54,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,41,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,18,Masculin,Célibataire,MAN,Urbain,TONKPI,0
1,31,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,39,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,40,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,41,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,34,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,28,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,34,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,39,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,30,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,29,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,35,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,65,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,33,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,23,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,36,Masculin,Marié(e),MAN,Urbain,TONKPI,0
0,71,Masculin,Marié(e),MAN,Urbain,TONKPI,0
0,45,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,38,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,56,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,67,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,55,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,62,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,32,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,49,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,55,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,33,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,63,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,64,Masculin,Marié(e),MAN,Urbain,TONKPI,0
1,24,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,25,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,25,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,23,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,46,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,66,Masculin,Marié(e),MAN,Urbain,TONKPI,0
1,22,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,49,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,39,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,34,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,44,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,46,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,24,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,43,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,59,Masculin,Marié(e),MAN,Urbain,TONKPI,0
1,19,Féminin,Célibataire,MAN,Urbain,TONKPI,0
0,53,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,39,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
0,65,Féminin,Veuf(ve),MAN,Urbain,TONKPI,0
1,25,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,21,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,23,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,52,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,55,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,73,Féminin,Veuf(ve),MAN,Urbain,TONKPI,0
1,37,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,48,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,58,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,20,Féminin,Célibataire,MAN,Urbain,TONKPI,0
0,45,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,35,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,33,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,49,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,64,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,18,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,60,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,22,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,21,Féminin,Célibataire,MAN,Urbain,TONKPI,1
0,53,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,41,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,35,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,37,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,21,Masculin,Célibataire,MAN,Urbain,TONKPI,0
1,19,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,19,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,39,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,46,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,42,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,30,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,50,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,58,Masculin,Marié(e),MAN,Urbain,TONKPI,0
0,53,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,27,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,25,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,37,Féminin,Célibataire,MAN,Urbain,TONKPI,1
0,49,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,22,Féminin,Union libre,MAN,Urbain,TONKPI,0
1,22,Masculin,Union libre,MAN,Urbain,TONKPI,0
1,29,Masculin,Célibataire,MAN,Urbain,TONKPI,0
1,32,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,23,Féminin,Célibataire,MAN,Urbain,TONKPI,1
0,48,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,25,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,40,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,45,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,20,Masculin,Célibataire,MAN,Urbain,TONKPI,0
1,41,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,70,Féminin,Divorcé(e),MAN,Urbain,TONKPI,1
0,88,Masculin,Veuf(ve),MAN,Urbain,TONKPI,0
1,24,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,18,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,52,Féminin,Veuf(ve),MAN,Urbain,TONKPI,1
1,36,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,20,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,21,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,18,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,31,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,27,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,50,Féminin,Veuf(ve),MAN,Urbain,TONKPI,0
1,18,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,51,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,23,Féminin,Célibataire,MAN,Urbain,TONKPI,0
1,29,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,23,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,30,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,35,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,62,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,24,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,28,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,1
0,61,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,54,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,26,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,45,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,36,Féminin,Marié(e),MAN,Urbain,TONKPI,1
0,44,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,20,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,44,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,42,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,48,Masculin,Marié(e),MAN,Urbain,TONKPI,0
1,37,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,66,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,28,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,26,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,24,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,34,Féminin,Marié(e),MAN,Urbain,TONKPI,0
0,42,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,30,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,32,Féminin,Célibataire,MAN,Urbain,TONKPI,1
1,18,Féminin,Célibataire,MAN,Urbain,TONKPI,1
0,47,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,32,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,30,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,29,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,27,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,19,Masculin,Célibataire,MAN,Urbain,TONKPI,0
0,65,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,28,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,24,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,19,Féminin,Célibataire,MAN,Urbain,TONKPI,0
0,60,Masculin,Marié(e),MAN,Urbain,TONKPI,1
0,55,Féminin,Marié(e),MAN,Urbain,TONKPI,1
1,22,Masculin,Célibataire,MAN,Urbain,TONKPI,1
1,33,Masculin,Marié(e),MAN,Urbain,TONKPI,1
1,27,Féminin,Marié(e),MAN,Urbain,TONKPI,0
1,24,Féminin,Marié(e),MAN,Rural,TONKPI,0
1,25,Masculin,Marié(e),MAN,Rural,TONKPI,0
0,41,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,40,Masculin,Marié(e),MAN,Rural,TONKPI,0
1,35,Féminin,Marié(e),MAN,Rural,TONKPI,1
0,55,Masculin,Marié(e),MAN,Rural,TONKPI,1
0,45,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,44,Masculin,Marié(e),MAN,Rural,TONKPI,1
1,23,Masculin,Célibataire,MAN,Rural,TONKPI,0
0,66,Masculin,Veuf(ve),MAN,Rural,TONKPI,0
1,28,Masculin,Marié(e),MAN,Rural,TONKPI,1
1,26,Féminin,Marié(e),MAN,Rural,TONKPI,0
1,26,Masculin,Célibataire,MAN,Rural,TONKPI,0
0,64,Féminin,Marié(e),MAN,Rural,TONKPI,1
0,70,Masculin,Marié(e),MAN,Rural,TONKPI,0
0,44,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,52,Masculin,Marié(e),MAN,Rural,TONKPI,0
0,73,Masculin,Séparé,MAN,Rural,TONKPI,1
1,19,Masculin,Célibataire,MAN,Rural,TONKPI,1
1,29,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,49,Masculin,Marié(e),MAN,Rural,TONKPI,1
1,32,Masculin,Marié(e),MAN,Rural,TONKPI,0
1,33,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,60,Masculin,Marié(e),MAN,Rural,TONKPI,0
0,42,Féminin,Marié(e),MAN,Rural,TONKPI,0
0,50,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
1,39,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
1,26,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
1,30,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
0,40,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
1,32,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
0,49,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
0,55,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
1,35,Masculin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
0,50,Féminin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
0,65,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
0,50,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
0,81,Masculin,Séparé,PODIAGOUINE,Rural,TONKPI,0
1,26,Féminin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
1,26,Masculin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
1,18,Masculin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
1,26,Féminin,Veuf(ve),PODIAGOUINE,Rural,TONKPI,0
1,18,Féminin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
0,47,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
1,22,Féminin,Célibataire,PODIAGOUINE,Rural,TONKPI,0
0,41,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
0,63,Féminin,Marié(e),PODIAGOUINE,Rural,TONKPI,0
0,53,Féminin,Séparé,PODIAGOUINE,Rural,TONKPI,0
0,86,Masculin,Marié(e),PODIAGOUINE,Rural,TONKPI,1
0,77,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,1
1,18,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,31,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
0,53,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,1
1,29,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,0
0,62,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,0
1,19,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,0
1,19,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,0
1,22,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,31,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,19,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,0
1,29,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
0,44,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,1
1,23,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,20,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,0
0,55,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,0
1,42,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,0
1,21,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,0
1,22,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,0
0,67,Masculin,Veuf(ve),SANGOUINE,Urbain,TONKPI,1
1,40,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,0
1,23,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,0
0,60,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,0
0,50,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,1
1,38,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,0
1,20,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,18,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,0
0,41,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,1
0,65,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,0
1,25,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,1
0,58,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,1
1,30,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,1
1,20,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
0,67,Féminin,Marié(e),SANGOUINE,Urbain,TONKPI,1
0,82,Masculin,Marié(e),SANGOUINE,Urbain,TONKPI,1
1,39,Féminin,Veuf(ve),SANGOUINE,Urbain,TONKPI,1
1,22,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,22,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,27,Féminin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,35,Masculin,Célibataire,SANGOUINE,Urbain,TONKPI,1
1,26,Masculin,Célibataire,SANGOUINE,Rural,TONKPI,1
0,64,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
0,54,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,27,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,0
1,35,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
0,82,Féminin,Veuf(ve),SANGOUINE,Rural,TONKPI,0
1,19,Féminin,Célibataire,SANGOUINE,Rural,TONKPI,0
0,46,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,37,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,0
0,47,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,1
0,49,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
0,62,Masculin,Séparé,SANGOUINE,Rural,TONKPI,1
1,31,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,18,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,0
0,39,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,32,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,32,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,30,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,0
1,38,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
0,39,Masculin,Marié(e),SANGOUINE,Rural,TONKPI,1
1,30,Féminin,Marié(e),SANGOUINE,Rural,TONKPI,0
1,32,Féminin,Célibataire,SANGOUINE,Rural,TONKPI,1
0,72,Féminin,Veuf(ve),SANGOUINE,Rural,TONKPI,0
0,48,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,43,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,44,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
1,34,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
0,72,Féminin,Veuf(ve),ZAGOUE,Rural,TONKPI,0
0,53,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
1,37,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
1,43,Masculin,Célibataire,ZAGOUE,Rural,TONKPI,0
0,60,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
1,42,Masculin,Célibataire,ZAGOUE,Rural,TONKPI,0
0,77,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
1,34,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,48,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,67,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
0,77,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,0
0,54,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,54,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
1,32,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
1,38,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
1,32,Masculin,Célibataire,ZAGOUE,Rural,TONKPI,0
0,63,Féminin,Veuf(ve),ZAGOUE,Rural,TONKPI,1
0,47,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,0
0,51,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,42,Féminin,Marié(e),ZAGOUE,Rural,TONKPI,1
0,44,Masculin,Marié(e),ZAGOUE,Rural,TONKPI,1
1,19,Féminin,Célibataire,SIPILOU,Rural,TONKPI,0
0,46,Féminin,Veuf(ve),SIPILOU,Rural,TONKPI,0
0,70,Féminin,Veuf(ve),SIPILOU,Rural,TONKPI,0
0,48,Masculin,Séparé,SIPILOU,Rural,TONKPI,0
1,28,Féminin,Marié(e),SIPILOU,Rural,TONKPI,0
1,34,Masculin,Marié(e),SIPILOU,Rural,TONKPI,0
0,42,Masculin,Marié(e),SIPILOU,Rural,TONKPI,0
1,38,Féminin,Marié(e),SIPILOU,Rural,TONKPI,0
1,31,Féminin,Marié(e),SIPILOU,Rural,TONKPI,0
0,65,Masculin,Célibataire,SIPILOU,Rural,TONKPI,0
0,57,Féminin,Marié(e),SIPILOU,Rural,TONKPI,0
1,36,Masculin,Célibataire,SIPILOU,Rural,TONKPI,0
1,31,Masculin,Célibataire,SIPILOU,Rural,TONKPI,0
0,67,Masculin,Marié(e),SIPILOU,Rural,TONKPI,0
1,36,Féminin,Marié(e),SIPILOU,Rural,TONKPI,0
0,42,Masculin,Marié(e),SIPILOU,Rural,TONKPI,0
1,30,Masculin,Divorcé(e),SIPILOU,Rural,TONKPI,0
0,55,Féminin,Veuf(ve),SIPILOU,Rural,TONKPI,0
1,38,Masculin,Union libre,SIPILOU,Rural,TONKPI,1
1,25,Féminin,Célibataire,SIPILOU,Rural,TONKPI,0
1,31,Féminin,Union libre,SIPILOU,Rural,TONKPI,1
0,53,Féminin,Veuf(ve),SIPILOU,Rural,TONKPI,0
0,47,Masculin,Divorcé(e),SIPILOU,Rural,TONKPI,0
0,74,Féminin,Veuf(ve),SIPILOU,Rural,TONKPI,0
