mstat,rev_total_mois,age_grp,empl_formel,bancarise,a_assurance,logem,Profil_Score
2,0.0,3,0,1,0,0,49
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
5,0.0,6,0,0,0,3,47
0,0.0,2,0,1,0,3,54
2,0.0,4,0,0,0,3,62
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
2,0.0,6,0,0,0,3,57
2,0.0,0,0,0,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
5,0.0,6,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,80000.0,3,1,1,0,3,77
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,4,0,0,0,2,62
2,0.0,4,0,1,0,2,69
2,6250.0,2,0,0,0,0,39
5,0.0,5,0,0,0,0,29
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,0,49
2,0.0,6,0,0,0,0,37
2,0.0,6,0,0,0,0,37
2,0.0,6,0,0,0,0,37
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,0,0,0,0,2,52
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
5,0.0,6,0,0,0,3,47
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,1,0,0,0,2,57
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,6,0,0,0,2,47
2,0.0,2,0,0,0,2,59
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
2,0.0,2,0,1,0,3,66
2,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,1,0,0,0,0,37
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,35837.055,1,0,0,0,3,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,1,0,3,47
0,0.0,0,0,0,0,3,40
0,60000.0,1,0,1,0,3,57
2,0.0,3,0,0,0,3,62
2,0.0,5,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,55756.574,3,0,1,0,1,64
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
1,0.0,2,0,1,0,3,54
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,4,0,0,0,3,50
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,1,0,0,44
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,6,0,1,0,2,54
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,1,0,0,0,2,45
2,0.0,6,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,1,0,0,44
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,23733.334,3,0,1,0,0,49
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,2,69
0,0.0,1,0,1,0,2,52
2,0.0,5,0,1,0,2,66
0,0.0,1,0,1,0,2,52
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,4,0,0,0,0,32
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,2,0,1,0,0,34
5,0.0,4,0,0,0,0,32
0,0.0,2,0,0,0,0,27
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,0,44
2,0.0,4,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,0,49
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,1,0,0,0,3,45
2,0.0,3,0,0,0,2,62
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,408000.0,3,1,1,0,0,62
2,0.0,2,0,1,0,0,46
5,0.0,5,0,0,0,2,49
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,52859.387,2,0,0,0,2,52
2,52999.813,3,0,0,0,2,67
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,0,42
1,0.0,1,0,1,0,0,32
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
2,0.0,2,0,1,0,2,66
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,6,0,0,0,2,47
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,0.0,5,0,0,0,0,39
4,0.0,2,0,0,0,0,39
4,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,1,0,0,44
0,0.0,0,0,0,0,0,20
2,310000.0,2,1,1,1,0,62
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,2,62
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,1,0,2,47
0,0.0,0,0,0,0,2,40
5,0.0,6,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,20000.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
5,0.0,4,0,1,0,2,59
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
2,75000.0,1,0,0,0,0,42
3,0.0,5,0,0,0,0,27
2,0.0,2,0,1,0,0,46
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
2,0.0,5,0,0,0,2,59
2,0.0,6,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,250000.0,3,1,1,1,0,48
0,0.0,0,0,0,1,0,23
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
5,0.0,6,0,0,0,2,47
5,0.0,5,0,0,0,2,49
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
2,0.0,6,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,0.0,2,0,0,0,3,47
2,0.0,5,0,0,0,3,59
0,0.0,3,0,1,0,3,57
2,0.0,6,0,0,0,3,57
0,38411.668,1,0,0,0,3,45
2,0.0,3,0,0,0,3,62
2,0.0,6,0,0,0,3,57
1,0.0,3,0,0,0,3,50
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
2,0.0,6,0,1,0,2,64
0,0.0,2,0,0,0,0,27
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
2,0.0,2,0,0,0,2,59
2,0.0,6,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,40000.0,2,0,1,0,0,34
2,130000.0,4,0,0,0,2,67
2,130000.0,2,0,0,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,1,47
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,75000.0,2,0,1,0,2,71
2,216000.0,1,0,1,0,2,69
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,38435.16,2,0,1,0,0,46
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,50000.0,3,0,1,0,2,74
5,0.0,5,0,0,0,1,39
0,0.0,2,0,0,0,1,37
0,0.0,4,0,0,0,3,50
0,0.0,2,0,0,0,3,47
2,0.0,5,0,0,0,3,59
0,127179.35,4,0,0,0,3,55
2,0.0,4,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,2,0,0,1,1,40
5,0.0,6,0,0,0,1,37
0,0.0,0,0,0,0,1,30
0,0.0,1,0,0,0,1,35
2,0.0,3,0,0,1,1,55
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,451000.0,4,1,1,1,1,75
0,0.0,5,0,0,0,3,47
1,0.0,5,0,0,0,3,47
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
5,592063.69,5,1,1,0,1,69
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,2,0,0,0,1,37
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,5,0,0,0,3,59
2,0.0,5,0,1,0,3,66
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,6,0,1,0,1,42
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
4,50000.0,2,1,1,0,3,74
0,0.0,0,0,0,0,3,40
4,0.0,1,0,0,0,3,57
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,1,1,33
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,0,1,30
2,100000.0,4,0,1,0,1,64
2,446000.0,4,1,1,1,1,75
0,0.0,1,0,0,0,1,35
2,250000.0,4,1,1,1,1,70
2,0.0,4,0,1,1,1,62
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,1,1,33
0,216666.67,0,0,1,0,1,42
0,0.0,0,0,0,0,1,30
0,216666.67,1,0,1,0,1,47
0,0.0,0,0,0,0,1,30
1,75000.0,3,1,1,0,1,55
0,0.0,0,0,1,0,1,37
2,303000.0,3,0,1,0,1,69
0,0.0,0,0,0,0,1,30
2,40000.0,2,0,0,0,1,49
2,200000.0,4,1,1,1,1,70
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,1,56
2,112000.0,2,0,1,0,1,61
0,0.0,1,0,1,0,1,42
2,70000.0,1,1,1,0,1,62
2,0.0,1,0,0,0,0,37
2,0.0,2,0,1,0,0,46
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,1,30
0,138000.0,1,0,1,0,1,47
2,0.0,1,0,0,0,1,47
2,90000.0,2,0,1,0,1,61
0,0.0,0,0,0,0,1,30
2,30000.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
2,93000.0,2,0,1,0,1,61
0,0.0,1,0,0,0,1,35
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
2,180000.0,4,0,1,0,1,64
0,0.0,0,0,0,0,1,30
0,120000.0,2,0,1,0,1,49
0,150418.03,2,0,0,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,120204.24,2,0,0,0,3,64
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,1,30
5,0.0,6,0,0,0,1,37
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
2,0.0,4,0,1,0,1,59
5,0.0,6,0,0,0,1,37
2,100000.0,3,0,1,1,1,67
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,0,1,30
2,0.0,1,0,0,0,1,47
0,0.0,0,0,0,1,1,33
4,0.0,2,0,1,0,2,66
4,15000.0,3,0,1,0,2,69
2,435000.0,3,1,1,1,1,75
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,1,1,33
0,0.0,3,0,1,0,1,47
0,0.0,1,0,0,0,1,35
2,0.0,5,0,0,0,1,49
0,139000.0,1,1,0,0,1,43
0,0.0,0,0,0,0,1,30
2,0.0,1,0,0,0,1,47
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,1,56
2,0.0,4,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
4,0.0,2,0,1,0,1,56
0,0.0,1,0,1,0,1,42
4,0.0,3,0,1,0,1,59
0,0.0,2,0,1,0,2,54
0,0.0,2,0,1,0,2,54
0,40000.0,2,0,1,0,2,54
0,0.0,0,0,0,0,2,40
5,0.0,5,0,1,0,2,56
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
5,0.0,5,0,0,0,3,49
0,0.0,0,0,0,0,3,40
0,0.0,2,0,1,0,3,54
5,0.0,3,0,1,0,3,59
2,0.0,5,0,1,0,3,66
2,173819.14,5,0,1,0,3,71
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,69594.094,3,0,0,0,3,55
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,62139.285,2,0,0,0,3,52
2,0.0,1,0,1,0,0,44
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
0,75000.0,1,0,1,0,0,37
2,64644.0,4,0,1,0,3,74
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
2,100000.0,1,0,1,0,3,69
2,0.0,6,0,0,0,1,47
2,0.0,5,0,0,0,1,49
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,0,1,30
3,54500.0,4,1,1,0,1,55
0,60666.668,1,0,0,0,1,40
0,64643.918,1,0,1,0,1,47
2,0.0,4,0,1,1,1,62
0,0.0,0,0,0,0,1,30
0,0.0,1,0,1,0,1,42
0,30000.0,2,0,1,0,1,44
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,1,0,1,0,1,42
2,0.0,6,0,0,0,1,47
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
2,0.0,6,0,0,0,1,47
2,0.0,4,0,1,0,1,59
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,130000.0,0,0,0,0,0,25
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,4,0,1,0,1,59
0,73000.0,2,0,1,0,0,39
2,0.0,4,0,1,0,1,59
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,1,30
0,216666.67,0,0,0,0,1,35
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
5,0.0,6,0,1,0,0,34
2,0.0,1,0,1,0,0,44
2,0.0,1,0,1,0,3,64
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,1,30
0,0.0,3,0,1,0,1,47
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
1,129820.0,4,0,1,0,1,52
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,1,30
5,0.0,6,0,1,0,1,44
0,52792.031,0,0,0,0,1,35
0,0.0,0,0,0,0,1,30
2,0.0,3,0,0,0,1,52
0,0.0,0,0,0,0,1,30
2,0.0,4,0,0,0,1,52
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
5,0.0,5,0,1,0,2,56
2,0.0,5,0,1,0,1,56
2,0.0,3,0,1,0,1,59
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,2,40
5,0.0,5,0,1,0,2,56
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,1,59
0,70000.0,1,0,1,0,1,47
0,70000.0,1,0,1,0,1,47
0,0.0,0,0,0,1,3,43
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,1,3,43
2,80000.0,6,0,1,1,3,72
0,0.0,1,0,1,1,3,55
0,0.0,0,0,0,1,3,43
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,225000.0,3,0,1,0,1,64
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
2,30000.0,2,0,1,0,0,46
