mstat,rev_total_mois,age_grp,empl_formel,bancarise,a_assurance,logem,Profil_Score
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,2,0,0,0,2,59
2,105124.41,4,0,1,0,0,54
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
4,0.0,3,0,0,0,2,62
0,0.0,2,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
5,0.0,5,0,0,0,2,49
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
1,0.0,6,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,53138.434,5,0,0,0,2,64
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
2,0.0,2,0,1,0,2,66
0,67176.414,1,0,1,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,72495.57,4,0,0,0,2,67
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,2,0,0,0,2,59
0,0.0,3,0,0,0,2,50
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,3,40
0,0.0,2,0,0,0,3,47
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
0,0.0,0,0,0,0,3,40
4,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
4,0.0,3,0,1,0,0,49
0,0.0,1,0,0,0,2,45
1,0.0,4,0,1,0,2,57
2,0.0,3,0,0,0,2,62
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,40000.0,2,0,0,0,2,59
4,75000.0,2,0,1,0,2,71
0,0.0,0,0,0,0,2,40
0,22533.334,2,0,0,0,2,47
4,0.0,5,0,1,0,2,66
4,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,2,0,1,0,0,34
0,0.0,2,0,0,0,2,47
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
5,0.0,5,0,0,0,2,49
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,0,0,0,39
0,0.0,3,0,0,0,3,50
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,2,40
5,0.0,4,0,0,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,3,0,0,0,2,50
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,2,0,1,0,2,54
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
1,0.0,6,0,0,0,3,45
1,0.0,6,0,1,0,3,52
0,0.0,5,0,0,0,3,47
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
0,0.0,6,0,0,0,3,45
2,0.0,4,0,0,0,3,62
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,4,0,1,0,2,59
5,0.0,6,0,0,0,2,47
0,0.0,0,0,0,0,0,20
0,0.0,3,0,1,0,0,37
5,0.0,5,0,1,0,0,36
0,0.0,0,0,0,0,0,20
0,0.0,1,0,1,0,0,32
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,79000.0,2,0,0,0,0,32
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,1,0,1,0,0,44
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,0,49
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,1,0,1,0,0,32
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,2,0,0,0,2,59
2,0.0,6,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,1,0,0,0,2,45
4,0.0,1,0,0,0,2,57
4,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
2,0.0,2,0,1,0,3,66
4,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
4,0.0,1,0,1,0,3,64
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,2,0,1,0,2,54
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
2,0.0,2,0,1,0,2,66
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,1,0,0,0,0,25
2,0.0,3,0,1,0,0,49
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,1,0,0,27
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
4,0.0,1,0,0,0,2,57
4,256777.0,1,1,0,0,0,45
0,0.0,0,0,0,0,0,20
4,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
2,0.0,4,0,1,0,2,69
2,0.0,4,0,0,0,2,62
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
5,0.0,6,0,0,0,2,47
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
2,0.0,5,0,0,0,3,59
2,0.0,4,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,5,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,6,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
5,0.0,4,0,0,0,0,32
0,0.0,0,0,0,0,0,20
5,0.0,2,0,0,0,0,29
0,0.0,1,0,0,0,0,25
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,2,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,6,0,1,0,2,64
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
2,0.0,2,0,1,0,2,66
5,0.0,4,0,1,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,3,62
2,0.0,3,0,0,0,3,62
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,2,0,1,0,2,54
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,1,0,0,0,2,57
2,0.0,2,0,0,0,2,59
3,0.0,3,0,1,0,0,37
5,0.0,5,0,1,0,0,36
2,0.0,6,0,1,0,0,44
0,0.0,0,0,0,0,2,40
4,0.0,3,0,0,0,2,62
0,0.0,2,0,0,0,2,47
4,0.0,2,0,0,0,2,59
0,0.0,3,0,0,0,2,50
2,0.0,6,0,0,0,2,57
2,0.0,5,0,0,0,2,59
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,50000.0,5,0,0,0,2,64
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,40000.0,1,0,1,0,2,52
0,0.0,0,0,0,0,2,40
4,0.0,2,0,0,0,0,39
4,0.0,4,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,2,0,1,0,2,54
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,2,0,0,0,2,59
4,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,6,0,0,0,2,57
2,0.0,6,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
5,0.0,5,0,0,0,0,29
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
5,0.0,4,0,0,0,2,52
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,0,0,0,42
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
2,0.0,2,0,1,0,0,46
2,0.0,2,0,1,0,2,66
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,60000.0,2,0,0,0,0,44
2,10833.333,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,56871.938,3,0,0,0,2,67
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
2,0.0,5,0,1,0,2,66
5,0.0,6,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,1,2,43
0,0.0,0,0,1,1,2,50
4,0.0,0,0,0,0,2,52
4,0.0,1,0,1,0,2,64
0,0.0,0,0,1,1,2,50
5,0.0,4,0,1,1,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,6,0,1,0,2,54
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,0,46
2,0.0,4,0,1,0,0,49
2,0.0,5,0,0,0,0,39
2,0.0,2,0,0,0,0,39
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
2,0.0,2,0,1,0,1,56
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
4,8666.667,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
4,0.0,1,0,0,0,0,37
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,0,20
5,0.0,5,0,0,0,0,29
0,0.0,5,0,1,0,0,34
0,0.0,5,0,0,0,0,27
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
5,0.0,3,0,0,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
4,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
4,0.0,2,0,0,0,2,59
4,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,20666.666,2,0,0,0,0,39
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
2,0.0,5,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,0,49
0,0.0,0,0,0,0,0,20
0,0.0,3,0,0,0,0,30
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,1,0,0,0,0,25
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,13333.333,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
3,0.0,5,0,0,0,2,47
5,0.0,6,0,0,0,2,47
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,2,62
2,0.0,6,0,0,0,2,57
0,0.0,2,0,1,0,2,54
2,0.0,5,0,1,0,2,66
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
